artist,song
56,bastille ,"Say it to my face (face, face, face)
Ooh
Call me baby
Ooh
Tear me down

Tell me how it feels to be on the outside
With your hands on the glass
'Cause we know it's the easiest thing in the world
To be that cynical

I looked up to you (I looked up to you
Oh, I trusted you (I trusted you)
I put faith in you, guess that's what you do
Now I'll stare you out as you pass me on the way down
I'll stare you out as you pass me on the way down

Be the one, be the one, be the one to call me baby
Even though you're the one who would always tear me down
Be the one, be the one, be the one to call me baby
Even though you're the one who would always tear me down

How don't you get exhausted
Spitting forward so much bile?
Shame that your time is ticking
And you are so replaceable

I looked up to you (I looked up to you)
Oh, I trusted you (trusted you)
I put faith in you (I put faith)
Guess that's what you do
Now I'll stare you out as you pass me on the way down
I'll stare you out as you pass me on the way down (down, down)

Be the one, be the one, be the one to call me baby
Even though you're the one who would always tear me down
Be the one, be the one, be the one to call me baby
Even though you're the one who would always tear me down

'Cause I put faith into you
Oh, I put faith into you
Oh, I put faith into you
And I will break a smile when you fall

Be the one, be the one, be the one to call me baby
Even though you're the one who would always tear me down
Be the one, be the one, be the one to call me baby
Even though you're the one who would always tear me down

Tear me down
You tear me down
Call me baby
Baby why did you tear me down?
Call me baby
Tear me down
Call me baby
Tear me down
Call me baby
Tear me down
Oh, call me baby
Oh, tear me down

You won't call me by my name
(Oh call me, baby)
While I'm still sitting in your grace
(Oh tear me down)
You won't say it to my face
(Oh call me, baby)
While I'm falling from your grace
(Oh tear me down)
You won't call me by my name
(Oh call me, baby)
While I'm still sitting in your grace
(Oh tear me down)
You won't say it to my face
(Oh call me, baby)
Have I finally found your grace?
(Oh tear me down)

What do you know about all the filth that's going on here, huh?
Kids who get high repeatedly don't want to come down

I breathe in hard
Don't speak, 'cause it's like a bitter pill
You blow my mind
You make my heart beat
Faster, faster, faster, faster, fast
The echoes of that news ring loud
It breaks my heart
It breaks my heart into
A million pieces, oh
It breaks my heart into
A million pieces
If it's gonna break me
Won't you let me go
Leave it 'til the morning
I don't wanna know
It breaks my heart
It breaks my heart into
A million pieces (oh, oh, oh)
A million pieces (oh, oh, oh)
A million pieces, oh"
57,bastille ,"I am bound to you with a tie that we cannot break
With a night that we can't replace
I'm lost but found with you in a bed that we'll never make
It's a feeling we always chase

I could write a book about the things that you said to me on the pillow
And the way you think and how you make me feel
You can fill my mind and move my body with the fiction, fantasies
Just call this what it is, we don't pretend it's real

So don't make promises to me that you're gonna break
We only ever wanted one thing from this
Don't paint wonderful lies on me that wash away
We only ever wanted one thing from this
Oh, in another place
In another time, what could we have been?
Oh, in another place
In another time, what could we have been?

Mmm, in another time
And in another place

I hate that you know
You can make me feel so small
Can't stop myself from falling back into you
We get so close then you pull yourself away
Maybe we just need a saving
Come save me

I could write a book about the things that you said to me on the pillow
And the way you think and how you make me feel
You can fill my mind and move my body with the fiction, fantasies
Just call this what it is, we don't pretend it's real

So don't make promises to me that you're gonna break
We only ever wanted one thing from this
Don't paint wonderful lies on me that wash away
We only ever wanted one thing from this
Oh, in another place
In another time, what could we have been?
Oh, in another place
In another time, what could we have been?

It felt like something special but it never felt like love
Wonder what we could be living in another life
Catch us in the mirror and it looks a lot like love
Then you stop me talking as you kiss me from above

So don't make promises to me that you're gonna break
We only ever wanted one thing from this
Don't paint wonderful lies on me that wash away
We only ever wanted one thing from this
Oh, in another place
In another time, what could we have been?
Oh, in another place
In another time, what could we have been?

Mmm, yeah
In another time
And in another place"
58,rolling blackouts coastal fever,"Every Saturday 
I wait for the footfalls 
In the hall
Mother Mary at the wings
And the ocean is upon us

Still, I still run away
Out here nothing moves at all
Woodsmoke, Jordan cologne
We light up by the loading zone

Every night I count the cracks
Up on the backroom wall
Fall into the fault line 
When I reach across to you

'Cause even when you're here
It's like there's no-one else around
I'm sleeping on my tears
I'm burning all my candles down
Oh

Jenny Stone, I remember
When the spark went flat
With you finished
You were singing in your midnight black

Every night I count the cracks
Up on the backroom wall
Fall into the fault line 
When I reach across to you

'Cause even when you're here
It's like there's no-one else around
I'm sleeping on my tears
I'm burning all my candles down
Oh

Stand on ceremony while the ship sinks
Put the iceberg in my tall drink
Waiting at the door like a lone pine
Talk about the war at the hotel
Stand on ceremony while the ship sinks
Put the iceberg in my tall drink
I'm waiting at the door like a lone pine
Talk about the war through the night

Seems like they're all coming down
Or leaving
There'll be nothing, for no-one to believe in

'Cause even when you're here
It's like there's no-one else around
I'm sleeping on my tears
I'm burning all my candles down
Oh"
59,rolling blackouts coastal fever,"Awaken on the satin sheets
Another velvet morning
Gaze down at the stinking streets
Black glass reflects a warning
The losing team are in their place
The fat of the land is your right
You put it all into your face
The only one in sight

Your tongue moves like a shining sword
In your suit of armour, powder blue
You're running with the wild ones
And the boys always get up to no good
It's different when they're not around
Long lunches go down slowly
With no one to massage your neck
The black cloud descends

You watch yourself on the news, don't let the feeling die
You watch yourself on the news, phone rings
Take the ticket
Take the ticket

Here's to you, looking at you
Looking at you, looking at you

You watch yourself on the news, don't let the feeling die
You watch yourself on the news, phone rings
Take the ticket
Take the ticket

Past the stone gate, corridor winds
Velvet carpet draped under shining candlelight
Oil portraits hang, enter the mahogany room
Behind the black rope lies the golden box
Now you're going home, now you're going home"
60,bastille ,"I breathe in hard
Don't speak, 'cause it's like a bitter pill
You blow my mind
It makes my heart beat
Harder, harder, harder, hard
The king's a clown
No one is love and it's not a drill
Don't look outside
The world is ending
Faster, faster, faster, faster, fast

The echoes of that news ring loud
(The echoes, the echoes)
No sound can ever drown it out
(The echoes)

It breaks my heart
Beaks my heart into
A million pieces, oh
It breaks my heart into
A million pieces
If it's gonna break me
Won't you let me go
Leave it 'til the morning
I don't wanna know
Breaks my heart
Breaks my heart into
A million pieces
Oh, oh, oh, oh, oh, oh, oh, oh
A million pieces

We're too far gone
Nothing I say will mean anything
Just drink, f*ck, dance
Right through disaster
I don't want to talk about it now

The echoes of that news ring loud
(The echoes, the echoes)
No music ever drowns it out
(The echoes)

It breaks my heart
Beaks my heart into
A million pieces, oh
It breaks my heart into
A million pieces
If it's gonna break me
Won't you let me go
Leave it 'til the morning
I don't wanna know
Breaks my heart
Breaks my heart into
A million pieces
Oh, oh, oh, oh, oh, oh, oh, oh
A million pieces

Get fear and loathing out your mind
And don't pull me, don't pull me down from the ceiling

It breaks my heart
It beaks my heart into
A million pieces, oh
It breaks my heart into
A million pieces
If it's gonna break me
Won't you let me go
Leave it 'til the morning
I don't wanna know
Breaks my heart
Breaks my heart into
A million pieces
Oh, oh, oh, oh, oh, oh, oh, oh
A million pieces
Oh, oh, oh, oh, oh, oh, oh, oh
A million pieces
Oh, oh, oh, oh, oh, oh, oh, oh
A million pieces
Oh, oh, oh, oh, oh, oh, oh, oh"
61,bastille ,"Rhythm is a dancer,
It's a soul'scompanion,
People feel it everywhere,
Lift your hands and voices,
Free your mind and join us,
You can feel it in the air,
Oh woah, it's a passion,
Oh oh, you can feel it yeah,
Oh oh, It's a passion,
Oh oh, oh, oh, oh,

(THIS IS THE RHYTHM)

You can put some joy up on my face,
Oh sunshine in an empty place,
Take me too, turn to and babe I'll make you stay,
(OH YEAH)
Oh I can ease you of your pain,
Feel you give me love again,
Round and round we go,
Each time I hear you say,

[Chorus:]
This is the rhythm of the night,
The night,
Oh yeah,
The rhythm of the night,
This is the rhythm of my life,
My life,
Oh yeah,
The rhythm of my life,

This is the rhythm of the night,
The night,
Oh yeah,
The rhythm of the night,
This is the rhythm of my life,
My life,
Oh yeah,
The rhythm of my life,

Wont you teach me how to love and learn,
There'll be nothing left for me to yearn,
Think of me and burn and let me hold your hand,
Oh yeah-ah-eh,
I don't want to face the world in tears,
Please think again,
I'm on my knees,
Sing that song to me,
No reason to repent,

This is the rhythm of the night,
The night,
Oh yeah,
The rhythm of the night,
This is the rhythm of my life,
My life,
Oh yeah,
The rhythm of my life,

This is the rhythm of the night,
The night,
Oh yeah,
The rhythm of the night,
This is the rhythm of my life,
My life,
Oh yeah,
The rhythm of my life,

This is the rhythm of the night,
The night,
Oh yeah,
The rhythm of the night,
This is the rhythm of my life,
My life,
Oh yeah,
The rhythm of my life,

This is the rhythm of the night,
The night,
Oh yeah."
62,bastille ,"Free your body and
Free your body and
Free your body and your mind (yeah, yeah, yeah)

What's it gonna be 'cause I can't pretend?
Don't you wanna be more than friends?
Hold me tight and don't let go (don't let go)
You have the right to lose control (don't let go)

I often tell myself that we could be
More than just friends
I know you think that if we move too soon
It would all end
I live in misery when you're not around
And I won't be satisfied 'til we're taking those vows

There'll be some love making, heartbreaking, soul shaking love
Love making, heartbreaking, soul shaking

What's it gonna be 'cause I can't pretend?
Don't you wanna be more than friends?
Hold me tight and don't let go (don't let go)
You have the right to lose control (don't let go)
(Now wait a minute, now wait a minute)

I often fantasize the stars above are watching you
They know my heart and speak to yours like lovers only do
If I could wear your clothes, I'd pretend I was you
(Yeah, yeah, yeah) and lose control

There'll be some love making, heartbreaking, soul shaking love
Love making, heartbreaking, soul shaking

What's it gonna be 'cause I can't pretend?
Don't you wanna be more than friends?
Hold me tight and don't let go (don't let go)
You have the right to lose control (don't let go)
(Now wait a minute, now wait a minute)

Baby, don't let go, I had you from the get go
I don't really wanna play no foolish game
Baby, don't let go, I had you from the get go
I know that you know me and you know my name
Come, baby, here, it's me and you, it's you and I
The way you move, girl, come be mine
Come, baby, here, it's me and you, it's you and I
The way you move, girl, come be mine

Running in and out my life, yeah
It's got me so confused
You gotta make the sacrifice, yeah
Somebody's got to choose
And we can make it if we try
For the sake of you and I
Together, we can make it right

What's it gonna be 'cause I can't pretend? (Oh no)
Don't you wanna be more than friends? (Don't you wanna be more than friends? Yeah)
Hold me tight and don't let go (don't let go)
You have the right to lose control (don't let go)
Now, now wait a minute, now wait a minute"
63,bastille ,"So this is where we are
It's not where we had wanted to be
If half the world's gone mad
The other half just don't care, you see

You don't wanna f*ck with us
British to the very last

When it feels (feels) like the world's gone mad (mad)
And there's nothing you can do (do) about it
No there's nothing you can do about it (about it)
When it feels (feels) like the world's gone mad (mad)
And there's nothing you can do (do) about it
No there's nothing you can do about it (about it)

So tell me what's the news
And what is it you want me to see
We're lying to ourselves
And dancing by the light of the screen

You don't wanna f*ck with us
British to the very last

When it feels (feels) like the world's gone mad (mad)
And there's nothing you can do (do) about it
No there's nothing you can do about it (about it)
When it feels (feels) like the world's gone mad (mad)
And there's nothing you can do (do) about it
No there's nothing you can do about it (about it)

Another man holding a microphone
Trying to say something at all
Or finding himself on an empty road
Trying to choose which way to go

And so, you wanna make some money?
You wanna make some money
So, you wanna be somebody?
You wanna make some money

When it feels (feels) like the world's gone mad (mad)
And there's nothing you can do (do) about it
No there's nothing you can do about it (about it)
When it feels (feels) like the world's gone mad (mad)
And there's nothing you can do (do) about it
No there's nothing you can do about it (about it)"
64,bastille ,"Love me, leave me
Rhythm of the evening, chasing a good time
London's burning
If the world is ending, let's stay up all night

Do you remember what you said to me?
'Cause we lost track of time
Yeah, we lost track of time
You always let me down so tenderly
So live fast and die young and stay forever numb

You said that maybe this is where it ends
Take a bow for the bad decisions that we made
Bad decisions that we made
And if we're going down in flames
Take a bow for the bad decisions that we made
Bad decisions that we made

So we'll make the same mistakes
'Til the morning breaks
So we'll make the same mistakes
'Til the morning breaks

I'm here feeling lower than the sterling
How'd you look so good?
Groundhog evening, dancing on the ceiling
Kubrick's Hollywood

Do you remember what you said to me?
'Cause we lost track of time
Yeah, we lost track of time

You said that maybe this is where it ends
Take a bow for the bad decisions that we made
Bad decisions that we made
And if we're going down in flames
Take a bow for the bad decisions that we made
Bad decisions that we made

So we'll make the same mistakes
'Till the morning breaks
So we'll make the same mistakes
'Till the morning breaks

Now we find ourselves lying right here
Always find ourselves lying right here
Can we make the same mistakes (Ooh)
'Til the morning breaks 
Can we make the same mistakes
'Til the morning breaks

You said that maybe this is where it ends
(Maybe this is where it ends)
Take a bow for the bad decisions that we made
Bad decisions that we made
And if we're going down in flames
Take a bow for the bad decisions that we made
Bad decisions that we made

So we'll make the same mistakes
'Til the morning breaks (Ooh)
So we'll make the same mistakes
'Til the morning breaks

Do you remember what you said to me?
'Cause we lost track of time
Yeah, we lost track of time"
65,bastille ,"Oh holy night, the stars are brightly shining.
It is the night of our dear Saviour's birth.
Long lay the world in sin and error pining,
'til he appeared and the soul felt its worth.
A thrill of hope the weary world rejoices,
for yonder breaks a new and glorious morn.

Fall on your knees,
Oh hear the angel voices.
Oh night divine, oh night, that leads to morn.
Fall on your knees,
Oh hear the angel voices.
Oh night divine, oh night, when Christ was born. 
Oh night, oh holy night, oh night divine.

Hold me in your arms,
Hold me in your arms,
I'll be buried here with you. 
And I'll hold in these hands,
All that remains."
66,bastille ,"I was left to my own devices
Many days fell away with nothing to show

And the walls kept tumbling down
In the city that we love
Grey clouds roll over the hills
Bringing darkness from above

But if you close your eyes
Does it almost feel like
Nothing changed at all?
And if you close your eyes
Does it almost feel like
You've been here before?

But if you close your eyes
Does it almost feel like
Nothing changed at all?
And if you close your eyes
Does it almost feel like
You've been here before?

Nothing changed at all
Nothing changed at all

We were caught up and lost in all of our vices
In your pose as the dust settled around us

And the walls kept tumbling down
In the city that we love
Grey clouds roll over the hills
Bringing darkness from above

But if you close your eyes
Does it almost feel like
Nothing changed at all?
And if you close your eyes
Does it almost feel like
You've been here before?

Nothing changed at all
Nothing changed at all

Oh where do we begin?
The rubble or our sins?
Oh where do we begin?
The rubble or our sins?

But if you close your eyes
Does it almost feel like
Nothing changed at all?
And if you close your eyes
Does it almost feel like
You've been here before?

Nothing changed at all
Nothing changed at all"
67,rolling blackouts coastal fever,"Career
He want and got a career
He sold all of his paints and
Bought a phone plan
He wanted someone
To show everyone
He wasn't slow though
Got it for low low
Ditched his friends
Went with the flow

Said hard work is its own reward
Bought a silk tie and an '09 Ford
Career

He put all his ambitions
Inside a basket
From the cradle
To the casket
Put away such childish things
Father Ray said, ""Son
You'll go far if you know the score""
Bought a silk tie and an '09 Ford
Career

He went and got a career, C-C-C-C

Once used to be
The enemy of the bourgeoisie
Now he's actioning transactions ASAP
He went and got a career, C-C-C-C"
68,rolling blackouts coastal fever,"Cool water fall on burning skin
Evaporate to nothing
Hard times on porcelain
Waning with the season

Don't fight the feeling that comes
The call of the carnival drums
Swaying down the aisle
Falling onto the tiles

Vacation by the sea
Separation by degrees
Three days of easy living
Hoping that the tide wouldn't come

Alive (in high summer time)
Town is done (but I ain't leaving)
6am (the supermarket shines)
And the colours run

Somebody cut you down
The blood ran on the ground
Like oil slick in the rain
Technicolor dawn"
69,bastille ,"The weight of living
The weight of living
The weight of living
The weight of living

All that you desired, when you were a child
Was to be old, was to be old
Now that you are here, suddenly you fear
You've lost control (lost control)
Do you like the person you've become, or

Under the weight of living
You're under the weight of living
Under the weight of living
You are under the weight of living
The weight of living, the weight of living

It all crept up on you, in the night it got you
And plagued your mind, it plagues your mind
Every day that passes, faster than the last did
And you'll be old soon, you'll be old
Do you like the person you've become, or

Under the weight of living
You're under the weight of living
Under the weight of living
You are under the weight of living
The weight of living, the weight of living

(Tell yourself this is how it's going to be)
(Tell yourself this is how it's going to be)

Oh, tell yourself this is how it's going to be
Oh, tell yourself this is how it's going to be, or

Under the weight of living
You're under the weight of living
Under the weight of living
You are under the weight of living
The weight of living, the weight of living
The weight of living, the weight of living"
70,rolling blackouts coastal fever,"I'm all right if you ask me, but you never do
Is this thing on, I'm coming to shoot from the side of Dirty Canal
And I never felt better since I let it go
You find out who your friends are when the city's cold
You speak like a child

And I've been reading the French press
And I've been disconnected

People used to say under their breath
That you've got the looks and I've got all of the rest, didn't work out for the best
But brother don't you know, brother don't you know?
That jealousy is a curse, much worse is the silence
Strange, you're moving out of range

You keep going, it's good to know
The cup runs over, you overflow
But nothing happens here, the time ticks slow
But the money walks and the hot air blows
And the same shirt, and the same crack, the same window
Chicken from a French press
Fiona's strange address, did your hear back? (I'm having trouble making you out)
Did you hear about (I said I think I'm cutting out)
Did you? (I'm having trouble)
Did you hear about?"
71,bastille ,"Never good, still the bad and the ugly
Laid in front of us
Clearly we've learned nothing at all
From the TV's window

Hold me in this wild, wild, world
'Cause in your warmth, I forget how cold it can be
And in your heat, I feel how cold it can get
Hold me in this wild, wild, world
'Cause in your warmth, I forget how cold it can be
And in your heat, I feel how cold it can get
So draw me close

So come on, let's forget the emotion
Tie the blinkers on
Hold both hands right over my eyes
Deafen me with music"
72,bastille ,"You don't have to look any further
I've been waiting here for you for time
You don't have to look any further
You're missing what is right before your eyes

No one's gonna stick the pieces together for you
Together for you
No one's gonna stick the pieces together for you
Together for you

You've got your claws buried deep
Bite down, bite down into me
Bite down, bite down into me
You better sink your teeth before I disappear
Bite down, bite down into me

Ooh, I'm not gonna try
Ooh, I'm not gonna try
Ooh, I'm not gonna try
No, no, no, I'm not gonna try

Oh I'm tryna keep my composure
But every time you shake coming down I die

You've been looking

Keep looking me over

I'm tired of waving my arms in the back of the line

No one's gonna stick the pieces together for you
Together for you
No one's gonna stick the pieces together for you
Together for you

Bite down, bite down into me
Bite down, bite down into me
You better sink your teeth before I disappear
Bite down, bite down into me

'Cause there are only so many times
That I can come a-running
And there are only so many times
That I can come a-running for you

Bite down, bite down into me
Bite down, bite down into me
You better sink your teeth before I disappear
Bite down, bite down into me

Bite down, bite down into me
Bite down, bite down into me
You better sink your teeth before I disappear
Bite down, bite down into me

Ooh, I'm not gonna try
Ooh, I'm not gonna try
Ooh, I'm not gonna try
No, no, no, I'm not gonna try"
73,rolling blackouts coastal fever,"On a tear across the old country
Reached out for the prize
Tripped over my knees
Fell right back to the Antipodes
Clean slate

I was waiting at the dock of the bay
For another cargo ship
To take me away
Cut all my losses
Start again in Bombay
Clean slate

In the rain
I was waiting in vain
Wipe it clean

I left home, my love, my land
Build a castle made of sand
Felt the handcuffs on my hand
The cool handshake of aluminium

And you don't know how grave it is
My friend's eyes are wide with fear
Wipe my clean slate down with tears
Scorched earth for ten thousand years
Clean slate

Got my eyes
(Still) Got my neck
(Still) Got my chain
(Still) Got my chequebook
(Still) Got my fingers
(Still) And a toe
I've got nowhere left to go

Clean slate (clean slate)
Clean slate (clean slate)
Clean slate (clean slate)
Clean slate (clean slate)
Wipe it clean"
74,rolling blackouts coastal fever,"She started telling him a story
It was in January splendour
They knocked the top off another
The skin on her neck was so tender
Junping every fence to get to you
Oh, I'm very aroused

At least I know why I'm hear
That one chance encounter
I think I've found her, Oh yeah

You've got a habit
Of making them funny, those things
You've got a habit
Of making them funny

She bought a ticket at the station
Leaving in the morning
Seeking elevation
Shooting from the hip
Pink sun was setting over the jetty
Thinking 'bout Kerouac
Trying to find cool

He started telling her a story
Of jumping fences
And different rentals
And of splashing colours
And how everybody he knew
But nothing compared to you
And she listened

Jumping every fence to get to you"
75,bastille ,"It was a slight on my honor, so he deserved it
But we're talking about the most brilliant mind this world's ever seen

I've got demons running round in my head
And they feed on insecurities I have
Won't you lay your healing hands on my chest?
Let your ritual clean

Soak the ropes with your holy water
Tie me down as you read out the words

Set me free from my jealousy
Won't you exorcise my mind?
Won't you exorcise my mind?
I want to be free as I'll ever be
Exorcise my mind
Help me exorcise my mind

Desdemona, won't you liberate me?
When I'm haunted by your ancient history
Close these green eyes and watch over as I sleep
Through my darkest of dreams

Be the power to compel me
Hold me closer than anyone before

Set me free from my jealousy
Won't you exorcise my mind?
Won't you exorcise my mind?
I want to be free as I'll ever be
Exorcise my mind
Help me exorcise my mind

I should be thinking 'bout nothing else when I'm with you ooh
With you ooh, oh oh oh
I should be thinking 'bout nothing else when I'm with you ooh
With you ooh, oh oh oh

Your mind exists somewhere altogether different
It lives in a world where feelings simply cannot be defined by words

Oh set me free from my jealousy
Won't you exorcise my mind?
Won't you exorcise my mind?
I want to be free as I'll ever be
Exorcise my mind
Help me exorcise my mind
Help me exorcise my mind
Won't you exorcise my mind?"
76,bastille ,"Four in the morning, we find ourselves here
Best of us passed out, I don't know who's where
I got all my old friends and new friends I've met once before
In a blanket of smoke as we sink through the floor

Here, here, my family
You are my familia, you are my familia, ah-ah
Here, here, my friends and me
You are my familia, ah-ah

Oh, there is nowhere I would rather be
Never felt more comfortable, could never want for more when you're near
Oh, there is nowhere I would rather be, oh-oh
Never felt more comfortable, could never want for more when you're near

Ooh
Ooh, ah

Time skips, balloon hits, I'm losing my mind
Tuesday'll be doom day, this got out of hand

Here, here, my family
You are my familia, you are my familia, ah-ah
Here, here, my friends and me
You are my familia, ah-ah

Oh, there is nowhere I would rather be
Never felt more comfortable, could never want for more when you're near
No, there is nowhere I would rather be, oh-oh
Never felt more comfortable, could never want for more when you're near

Ooh
Ooh, ah

I don't care if we're talking 'bout the same things
I don't care if we're stuck in the familiar
I don't care if we're going round in circles
Again, again, again

Here, here, my family
(A walking disaster)
You are my familia, you are my familia, ah-ah
(Not much, but all I would ask for)
Here, here, my friends and me
(A walking disaster)
You are my familia
(Not much, but all I would ask for)

Oh, there is nowhere I would rather be
Never felt more comfortable, could never want for more when you're near
Oh, there is nowhere I would rather be
I never felt more comfortable, could never want for more when you're near

Ooh, ah
Ooh, ah

I can't remember, I can't remember
I can't remember, I can't remember
I can't remember, I can't remember
Help me piece it all together darlin'"
77,bastille ,"Obsession it takes control,
Obsession it eats me whole.
I can't say the words out loud,
So in a rhyme I wrote you down.
Now you'll live through the ages,
I can feel your pulse in the pages.

I have written you down
Now you will live forever
And all the world will read you
And you will live forever
In eyes not yet created
On tongues that are not born
I have written you down
Now you will live forever

Your body lies upon the sheet,
Of paper and words so sweet.
I can't say the words,
so I wrote you into my verse.
Now you'll live through the ages,
I can feel your pulse in the pages.

I have written you down
Now you will live forever
And all the world will read you,
And you will live forever
In eyes not yet created
On tongues that are not born
I have written you down
Now you will live forever

I have read her with these eyes,
I've read her with these eyes,
I have held her in these hands.

I have written you down,
Now you will live forever.
The virtues in the verse,
And you will live forever.

I have written you down
Now you will live forever
And all the world will read you
And you will live forever
In eyes not yet created
On tongues that are not born
I have written you down
Now you will live forever"
78,bastille ,"Do you have the time
To listen to me whine
About nothing and everything, all at once?
I am one of those
Melodramatic fools
Neurotic to the bone, no doubt about it

Sometimes I give myself the creeps
Sometimes my mind plays tricks on me
It all keeps adding up
I think I'm cracking up
Am I just paranoid or am I just stoned?

I went to a shrink
To analyze my dreams
She said it's lack of sex that's bringing me down
I went to a whore
He said my life's a bore
So quit my whining 'cause it's bringing her down

Sometimes I give myself the creeps
Sometimes my mind plays tricks on me
It all keeps adding up
I think I'm cracking up
Am I just paranoid?
Yeah yeah yeah

Grasping to control
So I better hold on

Sometimes I give myself the creeps
Sometimes my mind plays tricks on me
It all keeps adding up
I think I'm cracking up
Am I just paranoid?
Or am I just stoned?

Am I just stoned?
Am I just sto-o-oned?"
79,bastille ,"I came here for sanctuary
Away from the winds and the sounds of the city
I came here to get some peace
Way down deep where the shadows are heavy

I can't help but think of you
In these four walls my thoughts seem to wander
To some distant century
When everyone we know is six feet under

When all of our friends are dead and just a memory
And we're side by side it's always been just you and me
For all to see

When our lives are over and all that remains
Are our skulls and bones let's take it to the grave
And hold me in your arms, hold me in your arms
I'll be buried here with you
And I'll hold in these hands all that remains

I don't want to rest in peace
I'd rather be the ghost that annoys you
I hope you can make me laugh
Six feet down when we're bored of each other

A match is our only light
It's day of the dead and I'm Indiana Jones here
These coins sit upon our eyes
Pool our funds and pay the boat together

When all of our friends are dead and just a memory
And we're side by side it's always been just you and me
For all to see

When our lives are over and all that remains
Are our skulls and bones let's take it to the grave
And hold me in your arms, hold me in your arms
I'll be buried here with you
And I'll hold in these hands all that remains

And now it's all before you
Hold me in your arms, hold me in your arms

When our lives are over and all that remains
Are our skulls and bones let's take it to the grave
And hold me in your arms, hold me in your arms
I'll be buried here with you
And I'll hold in these hands all that remains"
80,bastille ,"Lethargy got a hold of me
And I don't know how to shake it
Got these itchy feet for a change of scene
Do anything to escape it

Get up, get up, pressure, pressure
Run away as fast as you can go
Everyday our friends and lovers
Give the answers everybody knows

You told me not to be like anybody else
Headspin, happiness, death
Be like anybody else
Bowed down, nothing else left

You checked out years ago
Oh what I'd do to not to worry like you
You checked out years ago
Oh what I'd do to not to worry like you

There's an English man up in space these days
Floating in awe and wonder
As he floats away from the atmospheres
All of us non believers

Get up, get up, pressure, pressure
Run away as fast as you can go
Everyday our friends and lovers
Give the answers everybody knows

You told me not to be like anybody else
Headspin, happiness, death
Be like anybody else
Bowed down, nothing else left

You checked out years ago
Oh what I'd do to not to worry like you
You checked out years ago
Oh what I'd do to not to worry like you

Paint the scene for me
Paint it bright and paint it clear
I don't want to use my imagination here
Don't want to use my imagination here
Paint the scene for me
Paint it bright and paint it clear
I don't want to use my imagination here
Don't want to use my imagination here

You told me not to be like anybody else
Headspins, happiness, death
Be like anybody else
Bowed down, nothing else left

You checked out years ago
Oh what I'd do to not to worry like you
You checked out years ago
Oh what I'd do to not to worry like you"
81,bastille ,"And I don't think that that's a selfish want, I really don't
I'm not saying that I have this capacity 
Because it's hard to develop that capacity on your own
When you're being stopped at every turn

Drive around, night time, nowhere to go
Melt me down, I'm like wax to your jokes
Lost and found, knocking heads, laying low
And there's no point reliving crimes to lose this

Still wanna waste all of my time
I wanna waste all of my time
Still wanna waste all of my time
I wanna waste all of my time
With you

Oh my lover, my lover, my love
We can never go back
We can only do our best to recreate
Don't turn over, turn over the page
We should rip it straight out
Then let's try our very best to fake it

Show me joy, flower through disarray
Let's destroy, each mistake that we made
Then restore the color back to the grey
There's no pride in sharing scars to prove it

Still wanna waste all of my time
I wanna waste all of my time
Still wanna waste all of my time
I wanna waste all of my time
With you

Oh my lover, my lover, my love
We can never go back
We can only do our best to recreate
Don't turn over, turn over the page
We should rip it straight out
Then let's try our very best to fake it

Help me turn a blind eye
Days and nights we lost to weakness
Help me turn a blind eye
Days and nights we lost to weakness

Oh my lover, my lover, my love
We can never go back
We can only do our best to recreate
So don't turn over, turn over the page
We should rip it straight out
Then let's do our very best to fake it
Oh my lover, my lover, my love
We can never go back
We can only do our best to recreate
Don't turn over, turn over the page
We should rip it straight out
Then let's do our very best to fake it"
82,bastille ,"I could only be myself with you around
Oh, with you around
And now there's nothing left for me to think about
Whoa, to think about.

And it hurts like hell
To be torn apart
And it hurts like hell
To be thrown around

We were born to be together
Torn apart
Torn apart
We were born to be together
Torn apart
Torn apart

You stepped with a heavy tread,
And left your mark
Oh, your mark on me
The space you used to fill is now this great black hole
Oh, you're out of sight but not out of my mind

And it hurts like hell
To be torn apart
And it hurts like hell
To be thrown around

We were born to be together
Torn apart
Torn apart
We were born to be together
Torn apart
Torn apart

Oh, oh, oh, oh.

We were born to be together
Torn apart
Torn apart
We were born to be together
Torn apart
Torn apart

Oh, oh, oh, oh, oh, oh, oh, oh."
83,bastille ,"These streets are yours, you can keep them
I don't want them
They pull me back, and I surrender
To the memories I run from

Oh, we have paved these streets
With moments of defeat

But even if we won't admit it to ourselves
We'll walk upon these streets and think of little else
I won't show my face here anymore
I won't show my face here anymore

These streets are yours, you can keep them
In my mind it's like you haunt them
And passing through, I think I see you
In the shapes of other women

Oh we have stained these walls
With our mistakes and flaws

But even if we won't admit it to ourselves
We'll walk upon these streets and think of little else
I won't show my face here anymore
I won't show my face here anymore

All that's left behind
Is a shadow on my mind
All that's left behind

But even if we won't admit it to ourselves
We'll walk upon these streets and think of little else
I won't show my face here anymore
I won't show my face here anymore

I won't show my face here anymore
I won't show my face here anymore"
